"REGION","PRIMARY_SAMPLE_UNIT","STATION_NR","YEAR","MONTH","DAY","HABITAT_CD","STRAT","RUGOSITY_CD","WTD_RUG","MEAN_RUG","LAT_DEGREES","LON_DEGREES","MAPGRID_NR","SUB_REGION_NAME","SUB_REGION_NR","ZONE_NAME","ZONE_NR","MPA_NAME","MPA_NR","ADMIN","PROT","DEPTH_STRAT","MIN_DEPTH","MAX_DEPTH","METERS_COMPLETED","SPECIES_CD","SPECIES_NAME","N","JUV","MAX_DIAMETER","PERP_DIAMETER","HEIGHT","OLD_MORT","RECENT_MORT","BLEACH_CONDITION","DISEASE"
"PRICO",6140,1,2021,8,13,"PVMT","PVMT_SHLW",NA,NA,0.263333333333333,17.98699,-67.34746,5438640,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.667999658624,10.9727996488704,10,"POR ASTR","Porites astreoides",1,0,9,8,7,0,0,"P","A"
"PRICO",6140,1,2021,8,13,"PVMT","PVMT_SHLW",NA,NA,0.263333333333333,17.98699,-67.34746,5438640,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.667999658624,10.9727996488704,10,"POR ASTR","Porites astreoides",1,0,7,3,4,0,0,"N","A"
"PRICO",6140,1,2021,8,13,"PVMT","PVMT_SHLW",NA,NA,0.263333333333333,17.98699,-67.34746,5438640,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.667999658624,10.9727996488704,10,"POR ASTR","Porites astreoides",1,0,7,3,4,0,0,"N","A"
"PRICO",6140,1,2021,8,13,"PVMT","PVMT_SHLW",NA,NA,0.263333333333333,17.98699,-67.34746,5438640,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.667999658624,10.9727996488704,10,"POR ASTR","Porites astreoides",1,0,10,8,8,0,0,"N","A"
"PRICO",6145,1,2021,8,13,"HARD","HARD_DEEP",NA,NA,0.48,17.99441,-67.37052,5548703,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",19.811999366016,20.4215993465088,10,"POR ASTR","Porites astreoides",1,0,25,13,11,25,0,"N","A"
"PRICO",6145,1,2021,8,13,"HARD","HARD_DEEP",NA,NA,0.48,17.99441,-67.37052,5548703,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",19.811999366016,20.4215993465088,10,"POR ASTR","Porites astreoides",1,0,4,4,4,0,0,"N","A"
"PRICO",6145,1,2021,8,13,"HARD","HARD_DEEP",NA,NA,0.48,17.99441,-67.37052,5548703,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",19.811999366016,20.4215993465088,10,"POR ASTR","Porites astreoides",1,0,11,8,3,0,0,"N","A"
"PRICO",6145,1,2021,8,13,"HARD","HARD_DEEP",NA,NA,0.48,17.99441,-67.37052,5548703,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",19.811999366016,20.4215993465088,10,"POR ASTR","Porites astreoides",1,0,8,5,4,0,0,"N","A"
"PRICO",6145,1,2021,8,13,"HARD","HARD_DEEP",NA,NA,0.48,17.99441,-67.37052,5548703,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",19.811999366016,20.4215993465088,10,"POR ASTR","Porites astreoides",1,0,5,5,1,0,0,"N","A"
"PRICO",6145,1,2021,8,13,"HARD","HARD_DEEP",NA,NA,0.48,17.99441,-67.37052,5548703,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",19.811999366016,20.4215993465088,10,"POR ASTR","Porites astreoides",1,0,6,6,3,0,0,"N","A"
"PRICO",6150,1,2021,10,7,"PTRF","PTRF_DEEP",NA,NA,0.524,18.00115,-67.332,5658896,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",13.715999561088,14.9351995220736,10,"POR ASTR","Porites astreoides",1,0,11,10,11,0,0,"N","A"
"PRICO",6150,1,2021,10,7,"PTRF","PTRF_DEEP",NA,NA,0.524,18.00115,-67.332,5658896,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",13.715999561088,14.9351995220736,10,"POR ASTR","Porites astreoides",1,0,8,6,4,0,0,"N","A"
"PRICO",6150,1,2021,10,7,"PTRF","PTRF_DEEP",NA,NA,0.524,18.00115,-67.332,5658896,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",13.715999561088,14.9351995220736,10,"POR ASTR","Porites astreoides",1,0,10,10,6,0,0,"N","A"
"PRICO",6150,1,2021,10,7,"PTRF","PTRF_DEEP",NA,NA,0.524,18.00115,-67.332,5658896,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",13.715999561088,14.9351995220736,10,"POR ASTR","Porites astreoides",1,0,14,10,8,0,0,"N","A"
"PRICO",6150,1,2021,10,7,"PTRF","PTRF_DEEP",NA,NA,0.524,18.00115,-67.332,5658896,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",13.715999561088,14.9351995220736,10,"POR ASTR","Porites astreoides",1,0,7,6,4,0,0,"N","A"
"PRICO",6150,1,2021,10,7,"PTRF","PTRF_DEEP",NA,NA,0.524,18.00115,-67.332,5658896,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",13.715999561088,14.9351995220736,10,"POR ASTR","Porites astreoides",1,0,11,6,10,0,0,"N","A"
"PRICO",6150,1,2021,10,7,"PTRF","PTRF_DEEP",NA,NA,0.524,18.00115,-67.332,5658896,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",13.715999561088,14.9351995220736,10,"POR ASTR","Porites astreoides",1,0,7,6,6,0,0,"N","A"
"PRICO",6150,1,2021,10,7,"PTRF","PTRF_DEEP",NA,NA,0.524,18.00115,-67.332,5658896,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",13.715999561088,14.9351995220736,10,"POR ASTR","Porites astreoides",1,0,11,7,9,0,0,"N","A"
"PRICO",6150,1,2021,10,7,"PTRF","PTRF_DEEP",NA,NA,0.524,18.00115,-67.332,5658896,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",13.715999561088,14.9351995220736,10,"POR ASTR","Porites astreoides",1,0,11,11,8,15,0,"N","A"
"PRICO",6150,1,2021,10,7,"PTRF","PTRF_DEEP",NA,NA,0.524,18.00115,-67.332,5658896,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",13.715999561088,14.9351995220736,10,"POR ASTR","Porites astreoides",1,0,12,9,7,0,0,"N","A"
"PRICO",6150,1,2021,10,7,"PTRF","PTRF_DEEP",NA,NA,0.524,18.00115,-67.332,5658896,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",13.715999561088,14.9351995220736,10,"POR ASTR","Porites astreoides",1,0,6,6,9,0,0,"N","A"
"PRICO",6150,1,2021,10,7,"PTRF","PTRF_DEEP",NA,NA,0.524,18.00115,-67.332,5658896,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",13.715999561088,14.9351995220736,10,"POR ASTR","Porites astreoides",1,0,15,14,3,0,0,"N","A"
"PRICO",6150,1,2021,10,7,"PTRF","PTRF_DEEP",NA,NA,0.524,18.00115,-67.332,5658896,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",13.715999561088,14.9351995220736,10,"POR ASTR","Porites astreoides",1,0,11,7,3,0,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,12,8,10,3,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,12,8,10,3,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,12,11,3,0,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,14,7,9,0,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,6,6,5,0,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,5,5,2,0,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,17,15,12,1,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,10,5,8,0,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,14,14,11,0,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,11,7,4,0,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,8,6,3,0,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,16,8,16,0,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,13,11,8,0,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,21,19,12,20,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,25,14,2,10,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,32,20,10,30,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,20,13,2,0,0,"N","A"
"PRICO",6153,1,2021,11,9,"PTRF","PTRF_SHLW",NA,NA,0.786666666666667,18.00335,-67.30986,5693353,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.0583996781312,11.8871996196096,10,"POR ASTR","Porites astreoides",1,0,20,12,4,25,0,"N","A"
"PRICO",6155,1,2021,12,10,"PVMT","PVMT_DEEP",NA,NA,0.223333333333333,17.99034,-65.859,5772130,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",13.1063995805952,13.4111995708416,10,"POR ASTR","Porites astreoides",1,0,7,4,5,0,0,"N","A"
"PRICO",6155,1,2021,12,10,"PVMT","PVMT_DEEP",NA,NA,0.223333333333333,17.99034,-65.859,5772130,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",13.1063995805952,13.4111995708416,10,"POR ASTR","Porites astreoides",1,0,13,8,2,0,0,"N","A"
"PRICO",6155,1,2021,12,10,"PVMT","PVMT_DEEP",NA,NA,0.223333333333333,17.99034,-65.859,5772130,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",13.1063995805952,13.4111995708416,10,"POR ASTR","Porites astreoides",1,0,14,7,4,0,0,"N","A"
"PRICO",6159,1,2021,11,9,"SCR","SCR_DEEP",NA,NA,0,18.01222,-67.28425,5831047,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",21.6407993074944,21.6407993074944,10,"POR ASTR","Porites astreoides",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6161,1,2021,8,18,"AGRF","AGRF_SHLW",NA,NA,0.526666666666667,18.01466,-67.207,5879385,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",3.6575998829568,5.48639982443521,10,"POR ASTR","Porites astreoides",1,0,28,13,4,0,0,"N","A"
"PRICO",6161,1,2021,8,18,"AGRF","AGRF_SHLW",NA,NA,0.526666666666667,18.01466,-67.207,5879385,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",3.6575998829568,5.48639982443521,10,"POR ASTR","Porites astreoides",1,0,6,5,1,0,0,"N","A"
"PRICO",6161,1,2021,8,18,"AGRF","AGRF_SHLW",NA,NA,0.526666666666667,18.01466,-67.207,5879385,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",3.6575998829568,5.48639982443521,10,"POR ASTR","Porites astreoides",1,0,30,24,8,15,0,"N","A"
"PRICO",6161,1,2021,8,18,"AGRF","AGRF_SHLW",NA,NA,0.526666666666667,18.01466,-67.207,5879385,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",3.6575998829568,5.48639982443521,10,"POR ASTR","Porites astreoides",1,0,4,4,1,0,0,"N","A"
"PRICO",6162,1,2021,8,13,"HARD","HARD_DEEP",NA,NA,0.313333333333333,18.01644,-67.35804,5885947,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",18.5927994050304,19.5071993757696,10,"POR ASTR","Porites astreoides",1,0,6,5,4,0,0,"N","A"
"PRICO",6162,1,2021,8,13,"HARD","HARD_DEEP",NA,NA,0.313333333333333,18.01644,-67.35804,5885947,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",18.5927994050304,19.5071993757696,10,"POR ASTR","Porites astreoides",1,0,6,4,1,0,0,"N","A"
"PRICO",6163,1,2021,8,13,"HARD","HARD_DEEP",NA,NA,0.313333333333333,18.01687,-67.35521,5892835,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",17.3735994440448,17.9831994245376,10,"POR ASTR","Porites astreoides",1,0,4,4,2,0,0,"N","A"
"PRICO",6163,1,2021,8,13,"HARD","HARD_DEEP",NA,NA,0.313333333333333,18.01687,-67.35521,5892835,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",17.3735994440448,17.9831994245376,10,"POR ASTR","Porites astreoides",1,0,5,5,4,0,0,"N","A"
"PRICO",6163,1,2021,8,13,"HARD","HARD_DEEP",NA,NA,0.313333333333333,18.01687,-67.35521,5892835,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",17.3735994440448,17.9831994245376,10,"POR ASTR","Porites astreoides",1,0,5,3,3,0,0,"N","A"
"PRICO",6163,1,2021,8,13,"HARD","HARD_DEEP",NA,NA,0.313333333333333,18.01687,-67.35521,5892835,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",17.3735994440448,17.9831994245376,10,"POR ASTR","Porites astreoides",1,0,6,5,2,0,0,"N","A"
"PRICO",6163,1,2021,8,13,"HARD","HARD_DEEP",NA,NA,0.313333333333333,18.01687,-67.35521,5892835,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",17.3735994440448,17.9831994245376,10,"POR ASTR","Porites astreoides",1,0,17,11,4,0,0,"N","A"
"PRICO",6163,1,2021,8,13,"HARD","HARD_DEEP",NA,NA,0.313333333333333,18.01687,-67.35521,5892835,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",17.3735994440448,17.9831994245376,10,"POR ASTR","Porites astreoides",1,0,4,3,3,0,0,"N","A"
"PRICO",6163,1,2021,8,13,"HARD","HARD_DEEP",NA,NA,0.313333333333333,18.01687,-67.35521,5892835,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",17.3735994440448,17.9831994245376,10,"POR ASTR","Porites astreoides",1,0,8,6,5,0,0,"N","A"
"PRICO",6163,1,2021,8,13,"HARD","HARD_DEEP",NA,NA,0.313333333333333,18.01687,-67.35521,5892835,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",17.3735994440448,17.9831994245376,10,"POR ASTR","Porites astreoides",1,0,7,5,3,0,0,"N","A"
"PRICO",6163,1,2021,8,13,"HARD","HARD_DEEP",NA,NA,0.313333333333333,18.01687,-67.35521,5892835,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",17.3735994440448,17.9831994245376,10,"POR ASTR","Porites astreoides",1,0,5,4,1,0,0,"N","A"
"PRICO",6166,1,2021,11,9,"PTRF","PTRF_DEEP",NA,NA,0.666666666666667,18.02208,-67.32935,5975474,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",19.5071993757696,20.4215993465088,7,"POR ASTR","Porites astreoides",1,0,11,8,2,0,0,"N","A"
"PRICO",6166,1,2021,11,9,"PTRF","PTRF_DEEP",NA,NA,0.666666666666667,18.02208,-67.32935,5975474,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",19.5071993757696,20.4215993465088,7,"POR ASTR","Porites astreoides",1,0,6,6,7,0,0,"P","A"
"PRICO",6166,1,2021,11,9,"PTRF","PTRF_DEEP",NA,NA,0.666666666666667,18.02208,-67.32935,5975474,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",19.5071993757696,20.4215993465088,7,"POR ASTR","Porites astreoides",1,0,26,13,10,1,0,"N","A"
"PRICO",6168,1,2021,11,9,"PVMT","PVMT_DEEP",NA,NA,0.3,18.03,-67.30788,6099395,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",21.335999317248,21.6407993074944,10,"POR ASTR","Porites astreoides",1,0,9,7,7,5,0,"N","A"
"PRICO",6168,1,2021,11,9,"PVMT","PVMT_DEEP",NA,NA,0.3,18.03,-67.30788,6099395,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",21.335999317248,21.6407993074944,10,"POR ASTR","Porites astreoides",1,0,18,16,5,0,0,"N","A"
"PRICO",6168,1,2021,11,9,"PVMT","PVMT_DEEP",NA,NA,0.3,18.03,-67.30788,6099395,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",21.335999317248,21.6407993074944,10,"POR ASTR","Porites astreoides",1,0,10,9,8,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,4,4,2,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,7,6,2,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,8,4,2,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,13,12,14,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,30,26,15,10,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,8,5,2,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,20,15,7,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,10,6,3,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,15,11,9,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,5,4,3,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,6,5,2,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,6,3,2,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,13,8,5,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,14,7,3,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,6,5,2,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,7,7,2,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,7,4,3,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,9,6,5,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,4,3,2,0,0,"N","A"
"PRICO",6177,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.34,18.04427,-67.39321,6305674,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,13.1063995805952,10,"POR ASTR","Porites astreoides",1,0,11,6,2,0,0,"N","A"
"PRICO",6192,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.276666666666667,18.06075,-67.40958,6553391,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",14.0207995513344,14.6303995318272,10,"POR ASTR","Porites astreoides",1,0,4,4,3,0,0,"N","A"
"PRICO",6192,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.276666666666667,18.06075,-67.40958,6553391,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",14.0207995513344,14.6303995318272,10,"POR ASTR","Porites astreoides",1,0,11,9,6,0,0,"N","A"
"PRICO",6192,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.276666666666667,18.06075,-67.40958,6553391,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",14.0207995513344,14.6303995318272,10,"POR ASTR","Porites astreoides",1,0,15,14,7,0,0,"N","A"
"PRICO",6192,1,2021,8,12,"HARD","HARD_DEEP",NA,NA,0.276666666666667,18.06075,-67.40958,6553391,"SWPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",14.0207995513344,14.6303995318272,10,"POR ASTR","Porites astreoides",1,0,8,7,2,0,0,"N","A"
